Código Plan;Carrera;Cohorte;Número de alumno;Bloqueo;Causal Bloqueo;RUN;DV;Nombres;;Primer Apellido;Segundo Apellido;Logro;Fecha Logro;Última Carga
HP1;Magia;1995-01;474985;S;ALUMNO EGRESADO;23538787;6;EUDOCIA;NILSON;BRAGADO;VERNAL;QUINTO AÑO- EGRESO;2001-01;2001-01
HW2;Magia;2005-01;574032;S;BLOQUEO POR NO INSCRIPCION;9231164;2;LOUISE;TRIESTE;ARROYUELO;BLAMEY;6 SEMESTRE - BACHILLER;2008-02;2008-02
HP1;Magia;2000-01;448302;S;ALUMNO EGRESADO;4606380;9;PAULA;ABNER;ANDREU;MESA;SEGUNDO AÑO;2004-01;2004-02
HP1;Magia;1984-01;572813;N;Sin Bloqueo;6580977;K;LILY;XAVIER;PUA;ARCE;INGRESO;1984-01;1985-01
HW2;Magia;2007-01;484571;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;25809736;9;ELISABETH;STHEFANIE;ÁVILA;JULIAN;INGRESO;2007-01;2007-02
HP1;Magia;1991-01;496769;S;BLOQUEO POR NO INSCRIPCION;9913510;1;SANDRINO;CLEMENTE;BASCUÑAN;FUSTER;INGRESO;1991-01;1995-02
HP1;Magia;1994-01;391086;S;BLOQUEO POR NO INSCRIPCION;20591306;2;GIOVANNA;JOSECARO;CATRIFIL;DISI;INGRESO;1994-01;1997-01
HP1;Magia;1998-01;575278;S;ALUMNO EGRESADO;23441874;5;PIERINNA;MATÍAS;CLAVERIE;CANELO;QUINTO AÑO- EGRESO;2003-01;2003-02
GH3;Magia;2006-01;412038;S;ALUMNO LICENCIADO;17649727;3;OLIVER;ALISKA;MARCHESANI;DESCOVIC;INGRESO;2006-01;2017-02
PH1;Magia;2006-01;566176;S;ALUMNO CON DEUDA MOROSA;13475926;4;DENISSE;CRISTIAN;MARTIS;KRAEMER;INGRESO;2006-01;2006-02
HP1;Magia;2000-01;518324;S;BLOQUEO POR NO INSCRIPCION;11703622;1;ISAURA;STEFFI;JOFRÉ;VILO;SEGUNDO AÑO;2003-01;2004-02
HW1;Magia;2000-01;631639;S;ALUMNO EGRESADO;24839473;1;JOHNNY;ANYELINA;BURGOS;AQUEVEQUE;QUINTO AÑO - EGRESO;2006-02;2006-02
HW1;Magia;2001-01;474362;S;BLOQUEO POR NO INSCRIPCION;7844758;0;MARISEL;AYLEEN;ZIEDE;DOMINGUEZ;PRIMER AÑO;2002-01;2003-01
HP1;Magia;1994-01;423197;S;BLOQUEO POR NO INSCRIPCION;10230294;6;ALINNE;CHRIS;VILLATORO;KAUNE;INGRESO;1994-01;1997-01
HP1;Magia;1992-01;442469;S;BLOQUEO POR NO INSCRIPCION;18677916;9;REINALDO;KAMYLA;THEZA;AGUILERA;INGRESO;1992-01;1996-02
HP1;Magia;2000-01;462408;S;BLOQUEO POR NO INSCRIPCION;5298555;2;ALEXIA;YANIRA;DECEBAL-CUZA;GAYTAN;PRIMER AÑO;2001-01;2004-02
HW2;Magia;2007-01;545656;S;ALUMNO LICENCIADO;24901304;9;JAZMÍN;SEBÁSTIAN;BOLVARAN;MAMANI;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2011-02;2011-02
HP1;Magia;1995-01;446829;S;BLOQUEO POR NO INSCRIPCION;16492812;0;MARIE;ESTELITA;GARNHAM;ZELADA;INGRESO;1995-01;1996-01
HP1;Magia;1997-01;395457;S;ALUMNO EGRESADO;10020194;5;GICELLE;XAVIER;BLANC;DROUILLAS;INGRESO;1997-01;1999-02
HW2;Magia;2010-01;499360;S;SUSPENSION DE ESTUDIOS;8068705;1;DOLORES;TOMISLAV;GRANADA;PONTIGO;INGRESO;2010-01;
HP1;Magia;1996-01;509847;S;ALUMNO EGRESADO;17642079;6;MARCOS;CARLITA;HERNANDEZ;LA FLOR;QUINTO AÑO- EGRESO;2001-02;2001-02
HP1;Magia;1992-01;498445;S;BLOQUEO POR NO INSCRIPCION;8397581;5;VICTOR;CHRISTOFER;CONTARDO;GULLE;INGRESO;1992-01;1996-02
HP1;Magia;1992-01;538443;S;BLOQUEO POR NO INSCRIPCION;23270395;0;YASSEL;AYLLEEN;AZAGRA;YURISCH;INGRESO;1992-01;1996-02
HW2;Magia;2005-01;521126;S;ALUMNO CON DEUDA MOROSA;7503193;8;CINTHIA;PIA;DE LA RIVA;MUNCHMEYER;2 SEMESTRE;2006-02;2006-02
HP1;Magia;1998-01;382281;S;BLOQUEO POR NO INSCRIPCION;15984632;2;RENATO;ESTELITA;ALGUEDA;GALATZAN;INGRESO;1998-01;1999-01
HP1;Magia;1991-01;524537;S;BLOQUEO POR NO INSCRIPCION;17194935;9;KATRINA;WILMA;GIL;NESVARA;INGRESO;1991-01;1996-01
HP1;Magia;1998-01;468387;S;ALUMNO EGRESADO;13215980;1;JOSEFINA;LISETT;ARIN;HAYVAR;QUINTO AÑO- EGRESO;2005-01;2005-01
HW2;Magia;2009-01;525054;S;SUSPENSION DE ESTUDIOS;25223323;5;HERNÁN;LIONEL;CARPMAN;NATIVIA;1 SEMESTRE;2009-01;2009-01
HP1;Magia;1999-01;467150;S;ALUMNO EGRESADO;19829463;5;SYLVIA;DINKA;DE VERA;MELIVILU;QUINTO AÑO- EGRESO;2005-02;2005-02
HP1;Magia;2001-01;551075;S;ALUMNO EGRESADO;21979578;6;FRANCESCA;ESTEPHANIA;HUENULAF;GUAJARDO;SEGUNDO AÑO;2001-01;2004-01
HW2;Magia;2006-02;601445;S;ALUMNO LICENCIADO;16619302;2;LIZANDRO;ANNIEL;ROSALES;KRAUTZ;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2017-01;2017-01
HP1;Magia;1993-01;412309;S;BLOQUEO POR NO INSCRIPCION;13974941;1;MANLIO;PAUL;ESCALIER;CANTILLANA;INGRESO;1993-01;1999-01
HP1;Magia;1991-01;549678;S;BLOQUEO POR NO INSCRIPCION;9199276;2;FAVIOLA;BERNI;RUIZ;LAMILLA;INGRESO;1991-01;1998-01
HP1;Magia;1996-01;404621;S;ALUMNO EGRESADO;18096780;7;ANGELICA;CANDY;PENA Y LILLO;BELSO;INGRESO;1996-01;2000-01
PH2;Magia;2006-02;544085;S;BLOQUEO POR NO INSCRIPCION;7685866;2;NOELIA;QUELENTARO;PALACIOS;TAVARA;1 SEMESTRE;2006-02;
HW1;Magia;1992-01;579382;S;ALUMNO EGRESADO;8090936;8;GILBERTO;LÍA;URRIETA;FORES;INGRESO;1992-01;2006-01
PH2;Magia;2005-01;474024;S;ALUMNO CON DEUDA MOROSA;20662179;7;BASEMAT;FABRIZZIO;ABANTO;YANTZEN;3 SEMESTRE;2007-01;2008-02
PH2;Magia;2005-01;596033;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;11010697;4;ESCARLET;SIGISFREDO;AMBUL;ADARO;1 SEMESTRE;2005-02;2006-01
HP1;Magia;1991-01;490721;S;BLOQUEO POR NO INSCRIPCION;9138086;6;ARACELI;LUCYNEIDE;OYANEDEL;ANAZCO;INGRESO;1991-01;1994-01
HP1;Magia;1993-01;624331;S;ALUMNO LICENCIADO;20714345;1;ANAYS;ELENA;MERLINO;VILLAMAN;INGRESO;1993-01;2002-01
GH1;Magia;2003-01;453075;S;BLOQUEO POR NO INSCRIPCION;9059034;0;LUCÍA;VANES;ASTROZA;SOLEMAN;INGRESO;2003-01;2003-02
HP1;Magia;1988-01;446877;N;Sin Bloqueo;18123707;5;FLORENCIO;ROMMEL;CLAVIJO;GUARDA;CUARTO AÑO;1992-01;1993-02
HP1;Magia;1991-01;568619;S;ALUMNO EGRESADO;18307181;3;YEXALEN;CANELA;CARIOLA;SALGUERO;QUINTO AÑO- EGRESO;1996-02;1996-02
HP1;Magia;1994-01;444101;S;ALUMNO EGRESADO;15802802;7;HAYLIN;BIANCA;ORMEÑO;VIO;INGRESO;1994-01;2000-01
HP1;Magia;1993-01;636338;S;BLOQUEO POR NO INSCRIPCION;14606767;8;JAIME;PAULI;MILLA;BUENO;INGRESO;1993-01;1998-02
HP1;Magia;1999-01;549143;S;ALUMNO EGRESADO;21236225;8;JESÚS;MIRIAM;ABURTO;LESSER;QUINTO AÑO- EGRESO;2005-01;2005-01
HP1;Magia;2000-01;561432;S;ALUMNO EGRESADO;16055862;6;DELC;MELISA;SAZO;STOWHAS;SEGUNDO AÑO;2003-01;2005-02
HP1;Magia;1997-01;554794;S;BLOQUEO POR NO INSCRIPCION;24550838;1;JANET;NIELSEN;LUONI;VITHAR;INGRESO;1997-01;1997-01
HP1;Magia;1996-01;469802;S;ALUMNO EGRESADO;24131945;6;ANALY;ALEXANDER;RUF;SERRANO;QUINTO AÑO- EGRESO;2000-02;2000-02
HP1;Magia;1988-01;636776;N;Sin Bloqueo;25549302;2;ELIECER;VICTOR;CANTILLAN;BUDINI;INGRESO;1988-01;1995-01
HW2;Magia;2012-01;452960;S;ALUMNO LICENCIADO;23824192;K;MIXCY;BRANCO;SANTIAGO;REQUENA;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2018-01;2018-01
HP1;Magia;1997-01;578550;S;BLOQUEO POR NO INSCRIPCION;15048975;4;REBECA;AYLINE;CAVALIERI;HERMOSILLA;SEGUNDO AÑO;1999-01;2001-01
HP1;Magia;1999-01;502006;S;BLOQUEO POR NO INSCRIPCION;6547371;8;ABRAHAM;RUY;MAUREIRA;CAROZZI;INGRESO;1999-01;2001-01
HW2;Magia;2007-01;630572;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;23235829;0;ANKATU;LOURDES;MOYA;MARINZULICH;INGRESO;2007-01;2007-02
HW1;Magia;2004-01;550578;N;Sin Bloqueo;23921271;3;BAUTISTA;EUDARDO;RUIZ;TERAWAKI;INGRESO;2004-01;2008-02
HP1;Magia;2000-01;627334;S;ALUMNO EGRESADO;5460279;3;ROSER;SOFIA;HUITRAIQUEO;ESPEJO;QUINTO AÑO- EGRESO;2002-02;2002-02
HP1;Magia;1998-01;420270;S;BLOQUEO POR NO INSCRIPCION;7160033;0;GERMAIN;STEFANNY;ANDRIANOFF;HUILLIN;INGRESO;1998-01;1998-02
HP1;Magia;2002-01;479932;S;ALUMNO EGRESADO;7417010;2;PHILIP;ETIENNE;AGÜERO;HIGUERAS;SEGUNDO AÑO;2004-01;2006-01
HP1;Magia;1988-01;548723;S;BLOQUEO POR NO INSCRIPCION;4662126;K;SAMUEL;CRISTINA;CHAVEZ;DEL RIO;INGRESO;1988-01;1993-02
HW1;Magia;2001-01;436419;N;Sin Bloqueo;16456076;6;JODIE;LENI;GALIANO;KENDALL;INGRESO;2001-01;2007-02
HP1;Magia;1998-01;379355;S;BLOQUEO POR NO INSCRIPCION;14008320;5;ESTHEPANY;NATANIEL;THIELEMANN;FRANCKE;INGRESO;1998-01;1998-02
HP1;Magia;1998-01;550308;S;ALUMNO EGRESADO;9346020;6;SAMANTHA;NILS;MELGAREJO;CAIMANQUE;QUINTO AÑO- EGRESO;2002-01;2002-01
HP1;Magia;1992-01;399441;S;BLOQUEO POR NO INSCRIPCION;6488118;5;ESTEFANYA;ELESMA;ALDUNCE;ENAKIHIE;INGRESO;1992-01;1998-02
HP1;Magia;1992-01;376502;S;BLOQUEO POR NO INSCRIPCION;19054361;K;RAMON;MARCIA;COURTIN;STOCKLE;INGRESO;1992-01;1996-02
HW2;Magia;2008-01;634785;S;ALUMNO EGRESADO;23853324;3;ROMA;BETEL;CORRAL;LARA;10 SEMESTRE - EGRESO;2014-01;2014-01
HP1;Magia;1994-01;613179;S;BLOQUEO POR NO INSCRIPCION;12349186;7;YURI;MARYALICE;TORREBLANCA;GUTIÈRREZ;INGRESO;1994-01;1998-02
HW2;Magia;2015-01;504625;S;ALUMNO CON DEUDA MOROSA;12655393;0;ESTEFANNY;IBERIA;JORQUERA;BAZAN;INGRESO;2015-01;2015-01
HP1;Magia;1991-01;625582;S;BLOQUEO POR NO INSCRIPCION;17562515;1;MELANIE;VIARLY;PETRILLO;COURTIN;INGRESO;1991-01;1996-02
HW1;Magia;2002-01;641378;S;BLOQUEO POR NO INSCRIPCION;7376579;0;HANAAN;MILAGROS;CERVA;LLARAS;INGRESO;2002-01;2002-01
HP1;Magia;1996-01;400624;S;BLOQUEO POR NO INSCRIPCION;18234267;6;DEJESÚS;GHISLAINE;ROBLEDO;CELAYA;INGRESO;1996-01;1998-01
HP1;Magia;1998-01;538404;S;BLOQUEO POR NO INSCRIPCION;11535184;3;LILLY;SHANNEN;PAEZ;STANDEN;INGRESO;1998-01;1998-02
HP1;Magia;1994-01;653192;S;ALUMNO EGRESADO;20553739;8;JAVIE;EMILIE;HUGEAT;TURNER;INGRESO;1994-01;2002-01
GH3;Magia;2007-01;428050;S;BLOQUEO POR NO INSCRIPCION;23265037;4;NELDYS;KINKA;EDDING;PIZARRO;INGRESO;2007-01;2007-02
HP1;Magia;1994-01;498125;S;ALUMNO EGRESADO;16377674;2;MARTTINA;MICHELL;BALCAZAR;BUSTILLOS;INGRESO;1994-01;2000-01
HP1;Magia;1990-01;568629;S;BLOQUEO POR NO INSCRIPCION;25355497;6;JAIRO;GUISELLE;ORTEGO;PRANAO;INGRESO;1990-01;1998-01
PH1;Magia;2005-01;460059;S;BLOQUEO POR NO INSCRIPCION;19636405;1;YERALDINE;JISVEL;GUTÍERREZ;MACKENZIE;2 SEMESTRE;2006-01;2007-02
HW2;Magia;2022-01;634313;N;Sin Bloqueo;23176476;7;IVCA;BENNY;MAGNA;GOLDSACK;INGRESO;2022-01;2022-01
GH2;Magia;2007-01;593090;S;ALUMNO CON DEUDA MOROSA;8601218;4;YECZABETH;MURIEL;CASA;BASÁEZ;INGRESO;2007-01;2007-01
HP1;Magia;1995-01;537036;S;BLOQUEO POR NO INSCRIPCION;20105310;1;EVA;FRANCISCO;PALAVECINO;PAVLETICH;INGRESO;1995-01;1996-01
HP1;Magia;1986-01;496875;N;Sin Bloqueo;18468996;K;ANTOLIN;YOVANKA;ANTIHUENO;LECKSIWILAI;QUINTO AÑO- EGRESO;1995-02;
HW2;Magia;2011-01;608747;N;Sin Bloqueo;15719202;1;AILEN;JUANPABLO;YAKSIC;MONTT;2 SEMESTRE;2012-01;2012-02
HW2;Magia;2015-01;397631;S;ALUMNO CON DEUDA MOROSA;17665016;2;YAMIL;NORMANDINY;CODOCEO;LAISELLE;INGRESO;2015-01;
HP1;Magia;1999-01;436009;S;ALUMNO EGRESADO;5852337;4;WILLEAMS;EDO.;ZÁRATE;POZAS;INGRESO;1999-01;2001-01
HP1;Magia;1987-01;551777;S;BLOQUEO POR NO INSCRIPCION;7812545;K;NAYADED;VALESKA;LINSAMBARTH;CUTURRUFO;INGRESO;1987-01;1993-01
HP1;Magia;2000-01;613363;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;19310592;0;BENJAM;BRAULIO;RIFO;AVACA;PRIMER AÑO;2002-01;2004-01
HP1;Magia;2002-01;496011;S;ALUMNO EGRESADO;7373068;9;VALESKA;YAREL;CARVALLO;ALBANEZ;SEGUNDO AÑO;2004-01;2006-01
HP1;Magia;1999-01;607080;S;BLOQUEO POR NO INSCRIPCION;22851650;K;CAROLE;ROMINIC;PALAVICINO;ARMETTA;INGRESO;1999-01;2000-01
HP1;Magia;1998-01;400333;S;BLOQUEO POR NO INSCRIPCION;16196583;6;SOLED;ALE.;BARRERA;AVILES;INGRESO;1998-01;1998-02
PH2;Magia;2013-01;619254;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;12146103;5;ELISEO;GABY;GARAFULIC;RODAS;4 SEMESTRE;2016-01;2016-02
HP1;Magia;1991-01;602595;S;BLOQUEO POR NO INSCRIPCION;23350260;9;BRAYANI;TRIESTE;VICENTELO;ROGERS;INGRESO;1991-01;1996-02
HW2;Magia;2013-01;500312;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;24235274;4;NAZELLI;NAIS;CARMONA;JAUFFRET;1 SEMESTRE;2014-01;2017-01
HP1;Magia;1992-01;441420;S;ALUMNO EGRESADO;22843479;6;BRYAN;GIOVANNI;VALDES;BARCELÓ;INGRESO;1992-01;1999-02
HP1;Magia;1986-01;623635;S;ALUMNO CON DEUDA MOROSA;15701810;2;INDULFO;DHAMARI;BERTHET;LINARES;INGRESO;1986-01;2002-01
HP1;Magia;1986-01;613831;S;ALUMNO LICENCIADO;23028943;3;ELUNEY;MAIRA;MATELUNA;MIÑO;QUINTO AÑO- EGRESO;1991-02;1991-02
HP1;Magia;1991-01;450575;S;BLOQUEO POR NO INSCRIPCION;19513726;5;MARCOS;ELIAS;MARTIS;RODAS;INGRESO;1991-01;1996-01
HP1;Magia;1994-01;405990;S;ALUMNO EGRESADO;13643818;3;ALEJANDRA;MATÍAS;SCHADE;LUCO;INGRESO;1994-01;2000-01
HW1;Magia;2001-01;450193;S;ALUMNO CON DEUDA MOROSA;23017940;5;PASCAL;AARON;TARTARI;CERRUTTI;INGRESO;2001-01;2006-01
HP1;Magia;1998-01;368482;S;ALUMNO EGRESADO;8646889;K;ADRIAN;ORLANDA;MASFERRER;BUSTILLOS;INGRESO;1998-01;2001-01
HP1;Magia;1997-01;567516;S;BLOQUEO POR NO INSCRIPCION;17883995;8;DENISE;RODRIG;NARDON;FUENTE-ALBA;INGRESO;1997-01;1997-01
HW1;Magia;2000-01;541269;S;ALUMNO EGRESADO;18849800;0;PIA;RAYÉNISIS;HORTA;QUIJADA;INGRESO;2000-01;2007-02
HP1;Magia;1991-01;398580;S;ALUMNO EGRESADO;7128838;9;DAFNAH;CHRISTIANS;ROMEO;DEVOTO;INGRESO;1991-01;1997-02
HW1;Magia;2001-01;575049;S;ALUMNO EGRESADO;4662238;K;LUJÁN;ETTIENE;CERENIC;GLADE;INGRESO;2001-01;2004-02
HP1;Magia;1997-01;609474;S;ALUMNO EGRESADO;23650803;0;ANTHONY;ZAIDE;RENCORET;LIGARDI;INGRESO;1997-01;2000-01
HP1;Magia;1994-01;459106;S;BLOQUEO POR NO INSCRIPCION;12451874;6;SASHENKA;LEONCIO;CARPMAN;TAUCARE;TERCER AÑO;1999-01;2001-01
HW1;Magia;2000-01;513226;S;BLOQUEO POR NO INSCRIPCION;10055351;9;TRINIDAD;ANTHUARD;MASCARO;ARANGUIZ;PRIMER AÑO;2000-01;2002-01
HP1;Magia;1991-01;508654;S;BLOQUEO POR NO INSCRIPCION;24864141;9;YAMILA;TERESITA;TARAZONA;FAGUETT;INGRESO;1991-01;1996-01
HW2;Magia;2005-01;478054;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;21738832;8;SANDRA;JOSEFA;LONCOMILLA;LAMUR;INGRESO;2005-01;2005-02
HP1;Magia;1991-01;441586;S;BLOQUEO POR NO INSCRIPCION;9212980;2;GUMER;OSCAR;TABALÍ;CHACALTANA;INGRESO;1991-01;1996-02
HW1;Magia;2000-01;378260;S;BLOQUEO POR NO INSCRIPCION;17765893;1;CELINDA;AILEEN;MONTEIROT;BOWEN;INGRESO;2000-01;2000-02
HW2;Magia;2020-01;469120;N;Sin Bloqueo;6976449;3;AILYN;ARIE;FERREIRA;LEVA;5 SEMESTRE;2024-01;2024-02
HW1;Magia;2000-01;542242;S;ALUMNO EGRESADO;21162740;2;PAZALICIA;BETZABETH;HUARAPIL;LAVIN;QUINTO AÑO - EGRESO;2004-01;2004-01
HP1;Magia;1990-01;487720;S;ALUMNO CON DEUDA MOROSA;15415561;K;FDO.;ELOISA;ESCALIER;JANS;INGRESO;1990-01;1994-01
HW1;Magia;2000-01;609139;S;BLOQUEO POR NO INSCRIPCION;11914631;8;GUISELLA;JADE;VIGOUROUX;ALARCON;PRIMER AÑO;2001-01;2002-01
HW2;Magia;2007-01;592691;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;9546153;6;ALVARO;ZAYÉD;CASARINO;RAU;INGRESO;2007-01;2007-02
HP1;Magia;1991-01;460474;S;BLOQUEO POR NO INSCRIPCION;14154878;1;YUSARA;EILYNE;ORTIZ;BENEVENTI;INGRESO;1991-01;1997-02
HP1;Magia;1992-01;512771;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS;24440834;K;GIGLIOLA;SANTI;VIVANCO;INOSTROZA;INGRESO;1992-01;1994-01
HP1;Magia;1997-01;504448;S;ALUMNO EGRESADO;20725475;4;XIMENA;DAFNE;GEIGER;OTSU;INGRESO;1997-01;2001-02
HW2;Magia;2015-01;618652;N;Sin Bloqueo;15871453;0;GENESY;ISAAC;HUGEAT;AYRES;8 SEMESTRE;2019-02;2019-02
HP1;Magia;1997-01;479589;S;ALUMNO EGRESADO;17083493;4;MELANNIE;KATTYA;ARMAS;LARGO;INGRESO;1997-01;2004-01
HP1;Magia;1991-01;651822;N;Sin Bloqueo;18192992;5;MARIANGEL;ESTHEFANI;OXMAN;SERRA;SEGUNDO AÑO;1992-01;1995-01
HW2;Magia;2007-01;623468;S;ALUMNO CON DEUDA MOROSA;15344634;7;ALAMIRO;RODMARYS;ESPÍNOLA;WANDE;1 SEMESTRE;2007-01;2011-01
PH2;Magia;2014-01;465289;S;ALUMNO CON DEUDA MOROSA;9319893;0;ANARIEL;ESTELINDA;GINEKIS;CHIARELLA;INGRESO;2014-01;2014-02
DO1;Doctorado en Magia;2021-01;565002;N;Sin Bloqueo;11434710;1;JAVIE;NORA;PICON;URRIOLA;QUINTO SEMESTRE;2023-01;2023-01
HW2;Magia;2010-01;599377;S;ALUMNO CON DEUDA MOROSA;16308737;1;MACAREN;YACIARA;ERICES;ROCA;INGRESO;2010-01;2010-01
HP1;Magia;1984-01;451716;S;ALUMNO EGRESADO;15663283;4;ELYZABETH;CATARI;THEZA;NOULIBOS;QUINTO AÑO- EGRESO;2007-01;2007-01
HP1;Magia;1987-01;532639;S;BLOQUEO POR NO INSCRIPCION;14162857;K;KATTERINNE;LAURA;HOPP;BOGANI;INGRESO;1987-01;1997-01
HW2;Magia;2012-01;462968;S;ALUMNO EGRESADO;11865541;8;LEANDRA;JEAN-PIERRE;CHAMORRO;VITHAR;10 SEMESTRE - EGRESO;2018-01;2018-01
HW2;Magia;2013-01;466319;N;Sin Bloqueo;6988056;9;VALESCA;ZULEMA;APABLAZA;COFRÉ;1 SEMESTRE;2013-01;2013-02
HP1;Magia;1993-01;555326;S;BLOQUEO POR NO INSCRIPCION;8117610;3;KLEBER;ADELCHI;THENOUX;SAMPIERI;INGRESO;1993-01;1998-02
HP1;Magia;1998-01;445436;S;ALUMNO EGRESADO;6380046;4;KUNTIDEVI;MELANNIE;ZÚÑIGA;SAA;QUINTO AÑO- EGRESO;2003-02;2003-02
HP1;Magia;1992-01;638488;S;ALUMNO EGRESADO;24441458;2;MICHEL;THAMARA;CHACALTANA;VEGLIA;QUINTO AÑO- EGRESO;2003-01;2003-01
HW1;Magia;2002-01;529100;S;BLOQUEO POR NO INSCRIPCION;5836970;6;EZEQUIEL;SOMALI;IPINZA;CERONI;INGRESO;2002-01;2002-01
HP1;Magia;1997-01;445582;S;BLOQUEO POR NO INSCRIPCION;23605453;4;JOSÉ;CHAIM;IBAÑEZ;GRANADOS;INGRESO;1997-01;1998-01
HP1;Magia;1998-01;400446;S;BLOQUEO POR NO INSCRIPCION;17463785;4;MARIATE;NISET;SANTI;MORALES;INGRESO;1998-01;1998-02
HP1;Magia;1999-01;439139;S;BLOQUEO POR NO INSCRIPCION;12813120;4;SPASITELJ;IVANNA;CAIMANQUE;ESPINOZA;INGRESO;1999-01;1999-02
HP1;Magia;1991-01;546599;S;BLOQUEO POR NO INSCRIPCION;4704920;1;CARINA;JUSARA;DE LA PAZ;BLAWCIAK;INGRESO;1991-01;1996-02
HW2;Magia;2011-01;487779;N;Sin Bloqueo;15360805;K;NABIHA;IDANA;ROA;BOMBARDIERE;10 SEMESTRE - EGRESO;2016-02;2016-02
HP1;Magia;1998-01;379393;S;BLOQUEO POR NO INSCRIPCION;17083106;9;NELVA;LOLA;MAYER;RUBIO;INGRESO;1998-01;1999-01
HP1;Magia;1986-01;530719;S;BLOQUEO POR NO INSCRIPCION;12835607;7;NICOLS;BARBAR;OCARANZA;EHRLICH;INGRESO;1986-01;1995-01
HW1;Magia;2002-01;580128;S;ALUMNO EGRESADO;12391368;K;CRISLY;TANAHE;MANZANO;CHICIOADA;QUINTO AÑO - EGRESO;2015-01;2015-01
HW2;Magia;2006-01;620358;S;BLOQUEO POR NO INSCRIPCION;20544153;4;MAYEN;YADHIRA;BESOAIN;ALGUEDA;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2016-01;2016-01
HW1;Magia;2001-01;533143;S;BLOQUEO POR NO INSCRIPCION;24647558;7;INDULFO;ADOLFO;FRAILE;BOGANI;INGRESO;2001-01;2001-02
HP1;Magia;1999-01;396012;S;BLOQUEO POR NO INSCRIPCION;19290602;9;JEANS;NICOLL;YÁÑEZ;MONROY;INGRESO;1999-01;1999-02
HP1;Magia;1985-01;472855;N;Sin Bloqueo;25039921;7;PERCY;GLORIA;MARAMBIO;SAA;INGRESO;1985-01;1985-01
HW1;Magia;2002-01;628131;S;BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION;22991606;4;KIARA;PURISIMA;DE RUYT;FLEN;INGRESO;2002-01;
HP1;Magia;1992-01;450391;S;ALUMNO EGRESADO;23448956;8;CAROL;GIAN;PAREJA;LARA;INGRESO;1992-01;1997-02
GH3;Magia;2005-01;524023;S;ALUMNO CON DEUDA MOROSA;10896624;3;SHANNEN;DAIANA;MATURANA;VARAS;INGRESO;2005-01;2008-01
GH1;Magia;2003-01;591074;S;ALUMNO CON DEUDA MOROSA;23846368;4;EMIL;BERENICE;EMBRY;LIN;INGRESO;2003-01;
HW1;Magia;2000-01;600259;S;BLOQUEO POR NO INSCRIPCION;21564943;1;LISETE;ELIHU;SUAREZ;JADELL;INGRESO;2000-01;2000-02
HP1;Magia;1996-01;652694;S;ALUMNO EGRESADO;17111829;0;VIANKA;KEPLER;AMENGUAL;HIRCASH;QUINTO AÑO- EGRESO;1997-02;1997-02
HP1;Magia;2002-01;410957;S;ALUMNO LICENCIADO;7574735;9;KENIA;MILKA;CHINGA;BRUNA;SEGUNDO AÑO;2004-01;2006-01
HP1;Magia;1986-01;580728;S;BLOQUEO POR NO INSCRIPCION;5378973;1;ANANDA;MOISES;PASTORIZA;HUENUVIL;INGRESO;1986-01;1993-01
HW1;Magia;2000-01;466239;S;BLOQUEO POR NO INSCRIPCION;8525380;7;DALYS;PIA;POLO;CARDEMIL;PRIMER AÑO;2000-01;2000-02
HW2;Magia;2021-01;537238;N;Sin Bloqueo;4391503;4;ANISE;ERIC;REVECO;UTRERA;5 SEMESTRE;2024-01;2024-02
HP1;Magia;1984-01;520839;S;ALUMNO EGRESADO;13921586;9;GASTON;NABIHA;BANDA;SOMMERMEYER;QUINTO AÑO- EGRESO;1992-01;1992-01
